ID,gender,has_a_car,has_a_property,children_count,income,employment_status,education_level,marital_status,dwelling,age,employment_length,job_title,family_member_count,is_high_risk,cluster
5048022,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,1
5048023,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,2
5048025,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,2
5048026,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,0
5048027,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,2
5048028,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,2
5048029,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,0
5048030,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,2
5048032,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,2
5048033,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,0
5048034,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,13,Laborers,4.0,0,0
5048043,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,30,0,Accountants,2.0,0,1
5048044,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,30,0,Accountants,2.0,0,1
5048045,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,30,0,Accountants,2.0,0,1
5048047,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,30,0,Accountants,2.0,0,1
5048048,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,30,0,Accountants,2.0,0,1
5048049,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,30,0,Accountants,2.0,0,1
5048050,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,30,0,Accountants,2.0,0,0
5048056,M,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,45,2,Laborers,2.0,0,0
5048057,M,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,45,2,Laborers,2.0,0,2
5048058,M,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,45,2,Laborers,2.0,0,2
5048059,M,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,45,2,Laborers,2.0,0,0
5048060,M,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,45,2,Laborers,2.0,0,2
5048061,M,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,45,2,Laborers,2.0,0,2
5048064,F,N,Y,0,193500.0,Working,Higher education,Single / not married,House / apartment,47,13,Laborers,1.0,0,0
5048073,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,59,36,Core staff,1.0,0,0
5048074,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,59,36,Core staff,1.0,0,0
5048076,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,59,36,Core staff,1.0,0,1
5048091,M,Y,Y,3,315000.0,Working,Secondary / secondary special,Married,House / apartment,42,16,Managers,5.0,0,1
5048093,M,Y,Y,3,315000.0,Working,Secondary / secondary special,Married,House / apartment,42,16,Managers,5.0,0,1
5048094,F,N,Y,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,42,4,Laborers,1.0,0,0
5048095,F,N,Y,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,42,4,Laborers,1.0,0,1
5048096,F,N,Y,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,42,4,Laborers,1.0,0,0
5048098,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,7,Laborers,2.0,0,1
5048099,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,7,Laborers,2.0,0,1
5048102,F,Y,Y,1,157500.0,Working,Lower secondary,Married,House / apartment,40,3,Sales staff,3.0,0,0
5048103,F,Y,Y,1,157500.0,Working,Lower secondary,Married,House / apartment,40,3,Sales staff,3.0,0,0
5048105,F,Y,Y,1,157500.0,Working,Lower secondary,Married,House / apartment,40,3,Sales staff,3.0,0,0
5048106,F,Y,Y,1,157500.0,Working,Lower secondary,Married,House / apartment,40,3,Sales staff,3.0,0,1
5048115,M,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,33,3,Managers,3.0,0,2
5048135,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0,Unemployee,2.0,0,2
5048137,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0,Unemployee,2.0,0,1
5048140,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0,Unemployee,2.0,0,1
5048142,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50,10,Laborers,2.0,0,0
5048148,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50,10,Laborers,2.0,0,1
5048149,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50,10,Laborers,2.0,0,0
5048167,F,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0,Unemployee,2.0,0,0
5048168,F,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0,Unemployee,2.0,0,1
5048170,F,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0,Unemployee,2.0,0,1
5048171,F,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0,Unemployee,2.0,0,0
5048175,M,Y,N,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30,9,Laborers,2.0,0,2
5048188,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,1
5048189,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,1
5048190,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,1
5048191,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,1
5048192,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,0
5048193,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,1
5048194,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,1
5048195,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,1
5048196,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,0
5048197,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,0
5048198,M,Y,Y,0,247500.0,State servant,Higher education,Single / not married,House / apartment,27,2,High skill tech staff,1.0,0,0
5048199,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,65,0,Unemployee,2.0,0,0
5048200,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,65,0,Unemployee,2.0,0,0
5048203,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,65,0,Unemployee,2.0,0,0
5048207,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60,0,Unemployee,1.0,0,0
5048208,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60,0,Unemployee,1.0,0,0
5048209,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60,0,Unemployee,1.0,0,0
5048210,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60,0,Unemployee,1.0,0,0
5048211,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60,0,Unemployee,1.0,0,0
5048212,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60,0,Unemployee,1.0,0,0
5048213,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60,0,Unemployee,1.0,0,2
5048218,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,Rented apartment,25,0,Laborers,1.0,0,0
5048219,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,Rented apartment,25,0,Laborers,1.0,0,0
5048221,F,N,Y,0,130500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,50,9,Sales staff,2.0,0,2
5048224,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,52,27,Laborers,1.0,0,0
5048225,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,52,27,Laborers,1.0,0,1
5048228,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,52,27,Laborers,1.0,0,1
5048229,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,52,27,Laborers,1.0,0,1
5048231,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,52,27,Laborers,1.0,0,1
5048232,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,52,27,Laborers,1.0,0,1
5048233,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7,Drivers,2.0,0,0
5048237,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7,Drivers,2.0,0,0
5048238,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7,Drivers,2.0,0,0
5048239,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7,Drivers,2.0,0,0
5048245,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,18,Core staff,2.0,0,1
5048246,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,18,Core staff,2.0,0,1
5048248,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,18,Core staff,2.0,0,0
5048271,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,27,4,Core staff,2.0,0,1
5048272,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,27,4,Core staff,2.0,0,1
5048274,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,27,4,Core staff,2.0,0,1
5048276,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,27,4,Core staff,2.0,0,1
5048278,F,N,Y,0,270000.0,Working,Higher education,Widow,House / apartment,53,7,Managers,1.0,0,2
5048282,F,N,Y,0,270000.0,Working,Higher education,Widow,House / apartment,53,7,Managers,1.0,0,2
5048285,F,N,Y,0,270000.0,Working,Higher education,Widow,House / apartment,53,7,Managers,1.0,0,0
5048302,F,N,Y,0,85500.0,Working,Secondary / secondary special,Married,House / apartment,55,29,Core staff,2.0,0,2
5048309,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,60,4,Core staff,1.0,0,1
5048330,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,26,1,Security staff,1.0,0,1
5048341,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,54,4,Sales staff,2.0,0,1
5048342,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,54,4,Sales staff,2.0,0,1
5048343,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,54,4,Sales staff,2.0,0,1
5048349,F,N,Y,0,90000.0,Working,Secondary / secondary special,Widow,House / apartment,46,19,High skill tech staff,1.0,0,0
5048353,F,N,Y,0,90000.0,Working,Secondary / secondary special,Widow,House / apartment,46,19,High skill tech staff,1.0,0,0
5048363,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0,Unemployee,1.0,1,1
5048364,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0,Unemployee,1.0,0,2
5048367,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0,Unemployee,1.0,0,2
5048372,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0,Unemployee,1.0,0,1
5048373,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0,Unemployee,1.0,0,0
5048377,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0,Unemployee,1.0,0,0
5048378,F,N,N,0,108000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0,Unemployee,1.0,0,1
5048395,F,N,Y,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,49,7,Private service staff,1.0,0,2
5048397,F,N,Y,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,49,7,Private service staff,1.0,0,2
5048412,F,N,Y,0,229500.0,Working,Higher education,Married,House / apartment,46,3,Core staff,2.0,0,2
5048413,F,N,Y,0,229500.0,Working,Higher education,Married,House / apartment,46,3,Core staff,2.0,0,2
5048414,F,N,Y,0,229500.0,Working,Higher education,Married,House / apartment,46,3,Core staff,2.0,0,2
5048416,F,N,Y,0,229500.0,Working,Higher education,Married,House / apartment,46,3,Core staff,2.0,0,2
5048421,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,55,23,Accountants,1.0,0,0
5048434,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,68,0,Unemployee,2.0,0,0
5048467,F,N,Y,0,112500.0,State servant,Higher education,Married,Municipal apartment,62,12,Accountants,2.0,0,0
5048470,M,N,N,0,144000.0,Commercial associate,Incomplete higher,Single / not married,Rented apartment,28,2,Security staff,1.0,0,0
5048472,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25,0,Core staff,1.0,0,0
5048474,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25,0,Core staff,1.0,0,0
5048475,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25,0,Core staff,1.0,0,1
5048476,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25,0,Core staff,1.0,0,0
5048477,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25,0,Core staff,1.0,0,2
5048483,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,36,2,Drivers,2.0,0,2
5048489,M,Y,N,2,213750.0,State servant,Higher education,Married,House / apartment,34,10,Core staff,4.0,0,0
5048490,M,Y,N,2,213750.0,State servant,Higher education,Married,House / apartment,34,10,Core staff,4.0,0,0
5048491,M,Y,N,2,213750.0,State servant,Higher education,Married,House / apartment,34,10,Core staff,4.0,0,1
5048494,M,Y,N,2,213750.0,State servant,Higher education,Married,House / apartment,34,10,Core staff,4.0,0,0
5048499,F,Y,Y,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,32,12,Core staff,3.0,0,0
5048503,F,Y,Y,0,720000.0,State servant,Higher education,Widow,House / apartment,41,15,Core staff,1.0,0,0
5048516,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48,6,Sales staff,2.0,0,1
5048517,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48,6,Sales staff,2.0,0,1
5048528,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,1
5048529,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,0
5048530,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,2
5048531,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,2
5048532,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,1
5048533,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,2
5048534,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,1
5048535,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,1
5048536,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,1
5048538,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,1
5048539,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,2
5048540,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,33,2,Sales staff,3.0,0,0
5048546,F,N,N,0,202500.0,State servant,Secondary / secondary special,Widow,House / apartment,64,1,Core staff,1.0,0,1
5048547,F,N,N,0,202500.0,State servant,Secondary / secondary special,Widow,House / apartment,64,1,Core staff,1.0,0,1
5048555,M,Y,Y,1,405000.0,Working,Higher education,Married,House / apartment,29,6,High skill tech staff,3.0,0,2
5048556,M,Y,Y,1,405000.0,Working,Higher education,Married,House / apartment,29,6,High skill tech staff,3.0,0,2
5048557,M,Y,Y,1,405000.0,Working,Higher education,Married,House / apartment,29,6,High skill tech staff,3.0,0,2
5048560,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,44,2,Private service staff,1.0,1,1
5048565,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,41,22,Laborers,2.0,0,2
5048566,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,41,22,Laborers,2.0,0,1
5048567,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,41,22,Laborers,2.0,0,2
5048568,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,41,22,Laborers,2.0,0,1
5048571,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,41,22,Laborers,2.0,0,1
5048573,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,41,22,Laborers,2.0,0,2
5048577,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,Unemployee,2.0,0,0
5048582,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,Unemployee,2.0,0,0
5048588,F,N,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,53,9,Laborers,1.0,0,1
5048589,F,N,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,53,9,Laborers,1.0,0,1
5048601,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,42,9,Laborers,1.0,0,0
5048603,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,42,9,Laborers,1.0,0,0
5048605,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,42,9,Laborers,1.0,0,0
5048608,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,42,9,Laborers,1.0,0,2
5048615,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,37,12,Core staff,2.0,0,1
5048616,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,37,12,Core staff,2.0,0,0
5048617,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,37,12,Core staff,2.0,0,1
5048618,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,37,12,Core staff,2.0,0,1
5048619,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,37,12,Core staff,2.0,0,0
5048620,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,37,12,Core staff,2.0,0,1
5048623,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,37,12,Core staff,2.0,0,0
5048624,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,Office apartment,37,12,Core staff,2.0,0,2
5048630,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,Laborers,4.0,0,0
5048633,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,Laborers,4.0,0,0
5048634,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,Laborers,4.0,0,1
5048635,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,Laborers,4.0,0,1
5048636,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,Laborers,4.0,0,0
5048637,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,Laborers,4.0,0,0
5048638,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,37,1,Laborers,4.0,0,0
5048641,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,66,0,Unemployee,1.0,0,0
5048645,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,66,0,Unemployee,1.0,0,0
5048646,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,66,0,Unemployee,1.0,0,0
5048647,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,66,0,Unemployee,1.0,0,0
5050477,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,29,Laborers,2.0,0,1
5050478,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,29,Laborers,2.0,0,1
5050479,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,29,Laborers,2.0,0,0
5050481,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,29,Laborers,2.0,0,1
5050482,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,29,Laborers,2.0,0,1
5050485,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,29,Laborers,2.0,0,1
5050488,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,29,Laborers,2.0,0,1
5050503,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,12,Laborers,4.0,0,0
5050505,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,12,Laborers,4.0,0,0
5050511,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54,8,Sales staff,2.0,0,0
5050513,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54,8,Sales staff,2.0,0,0
5050515,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54,8,Sales staff,2.0,0,0
5050516,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54,8,Sales staff,2.0,0,0
5050522,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64,0,Unemployee,2.0,0,0
5050529,M,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28,2,Laborers,2.0,0,0
5050530,M,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28,2,Laborers,2.0,0,0
5050535,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,0
5050536,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,0
5050537,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,1
5050538,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,1
5050544,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,0
5050546,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,1
5050547,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,0
5050548,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,0
5050551,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,1
5050560,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,0
5050561,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46,8,Laborers,4.0,0,0
5050567,M,Y,N,1,675000.0,Working,Secondary / secondary special,Married,Municipal apartment,47,12,Managers,3.0,0,0
5050568,M,Y,N,1,675000.0,Working,Secondary / secondary special,Married,Municipal apartment,47,12,Managers,3.0,0,0
5050569,M,Y,N,1,675000.0,Working,Secondary / secondary special,Married,Municipal apartment,47,12,Managers,3.0,0,0
5050573,F,N,N,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,Unemployee,2.0,0,1
5050574,F,N,N,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,Unemployee,2.0,0,1
5050576,F,N,N,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,Unemployee,2.0,0,2
5050577,F,N,N,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,Unemployee,2.0,0,1
5050584,F,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,43,6,Laborers,2.0,0,0
5050586,F,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,43,6,Laborers,2.0,0,0
5050611,F,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,38,1,Sales staff,4.0,0,0
5050622,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40,1,Drivers,2.0,0,0
5050623,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40,1,Drivers,2.0,0,0
5050625,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,36,1,Drivers,2.0,0,2
5050626,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,36,1,Drivers,2.0,0,2
5050627,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,36,1,Drivers,2.0,0,2
5050630,M,Y,N,0,119250.0,Working,Secondary / secondary special,Married,House / apartment,48,1,Laborers,2.0,0,0
5050643,M,Y,N,0,346500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,24,4,Laborers,2.0,0,2
5050645,M,Y,N,0,346500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,24,4,Laborers,2.0,0,1
5050646,M,Y,N,0,346500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,24,4,Laborers,2.0,0,1
5050649,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40,2,Accountants,2.0,0,1
5050650,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40,2,Accountants,2.0,0,0
5050654,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40,2,Accountants,2.0,0,1
5050656,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40,2,Accountants,2.0,0,0
5050661,F,N,N,0,191250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56,22,Laborers,2.0,0,2
5050666,F,Y,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,43,8,Medicine staff,1.0,0,0
